day,wake_time_min,sleep_start_min,screen_after_wake_min,prep_min,commute_min,arrival_time_min,late
Tue,270,1230,2.4,35.7,35.1,335.5,0
Mon,570,144,3.6,22.8,41.3,636.4,1
Mon,422,92,98.7,22.4,45.7,558.3,1
Thu,496,101,0.0,19.0,7.9,528.2,1
Thu,490,104,0.8,21.4,37.7,535.3,1
Thu,464,1363,3.1,13.6,13.4,481.0,0
Mon,270,1408,11.2,17.7,15.4,325.8,0
Fri,545,28,1.5,11.2,28.3,593.0,1
Thu,570,127,4.8,13.7,40.8,635.2,1
Mon,396,1200,7.1,30.3,53.9,477.5,0
Mon,270,1291,6.8,38.0,40.1,351.0,0
Tue,361,1365,4.9,36.9,2.6,411.0,0
Thu,570,169,6.0,20.2,74.1,651.8,1
Tue,270,1315,16.5,37.9,85.0,408.0,0
Fri,570,153,3.3,6.0,3.6,580.7,1
Thu,337,1427,0.0,44.6,8.5,393.6,0
Mon,392,75,7.1,17.5,34.7,443.8,0
Mon,399,39,6.3,28.9,37.5,466.5,0
Thu,358,110,1.2,22.2,45.7,427.4,0
Fri,432,21,5.8,30.7,16.3,485.7,1
Thu,270,1194,39.6,33.6,21.5,354.3,0
Mon,449,3,17.8,25.3,14.4,498.8,1
Fri,376,1193,1.3,19.2,19.5,418.7,0
Tue,311,1295,1.8,45.4,28.3,398.3,0
Tue,350,79,0.0,36.1,20.5,417.6,0
Wed,270,1432,6.4,44.6,4.4,339.1,0
Wed,514,1386,6.5,33.9,25.2,570.6,1
Fri,519,99,6.1,10.9,2.1,533.8,1
Mon,270,1433,36.4,31.8,9.0,342.2,0
Fri,570,148,5.6,25.8,0.0,606.0,1
Thu,454,1362,3.1,23.5,0.0,471.0,0
Mon,513,112,7.7,11.4,2.4,525.0,1
Mon,275,55,13.9,31.2,17.5,330.3,0
Mon,350,1368,0.0,17.5,38.5,392.6,0
Wed,331,93,3.2,17.9,26.7,381.2,0
Tue,504,40,3.9,14.7,23.7,558.4,1
Thu,570,115,3.7,21.6,23.0,610.2,1
Fri,270,1295,3.2,30.2,18.5,312.7,0
Mon,345,37,16.3,27.3,13.1,400.7,0
Thu,303,1394,6.1,24.2,0.0,326.5,0
Thu,516,40,3.6,22.1,14.6,549.0,1
Mon,570,144,0.0,35.1,10.8,622.1,1
Wed,390,1435,0.0,27.7,64.1,489.9,1
Thu,441,105,11.0,23.1,25.9,489.7,0
Thu,402,59,38.4,16.4,23.3,478.3,0
Tue,570,116,0.0,16.5,23.9,608.6,1
Mon,421,26,26.8,44.9,6.9,479.8,1
Thu,570,40,3.3,28.3,22.1,616.8,1
Fri,300,1319,0.0,39.5,9.9,335.2,0
Mon,426,128,36.4,33.5,5.8,478.3,1
Mon,544,110,2.0,28.4,19.0,592.1,1
Fri,288,22,3.7,36.1,0.0,326.0,0
Tue,475,1314,0.0,39.4,9.1,529.0,1
Wed,570,124,0.0,9.8,5.7,581.1,1
Mon,495,8,0.8,40.2,28.0,573.2,1
Mon,475,143,7.4,17.1,1.7,501.5,1
Tue,270,1227,33.0,35.2,8.5,339.6,0
Fri,378,7,114.4,28.9,15.9,488.6,1
Thu,270,1404,49.2,49.1,4.8,354.4,0
Thu,279,1432,23.2,32.0,3.6,342.1,0
Wed,350,68,6.8,41.4,0.0,392.8,0
Mon,405,1431,10.3,34.0,20.2,466.6,0
Wed,488,97,0.0,7.1,14.4,507.3,1
Thu,463,1330,0.2,34.2,69.0,567.3,1
Thu,287,1332,39.0,28.2,74.3,408.5,0
Fri,306,1270,1.3,33.4,0.0,348.8,0
Mon,553,48,1.8,20.1,42.6,608.7,1
Mon,411,14,0.0,37.1,43.8,489.6,1
Tue,396,22,13.2,38.4,3.4,437.9,0
Tue,339,102,46.1,33.8,22.0,410.8,0
Mon,270,17,20.1,36.1,0.8,313.6,0
Thu,570,67,6.7,8.6,27.3,617.0,1
Mon,270,1428,0.8,31.7,42.6,335.7,0
Thu,270,1216,31.9,49.0,42.1,373.3,0
Tue,570,125,1.9,36.5,7.4,622.1,1
Mon,270,1360,3.4,36.5,20.9,339.4,0
Mon,549,1404,8.8,11.2,13.3,597.5,1
Thu,427,90,5.4,30.8,40.9,490.9,1
Tue,328,23,5.9,28.8,5.6,349.0,0
Mon,271,1276,13.6,34.0,25.9,351.3,0
Thu,472,89,1.2,20.1,31.1,533.4,1
Thu,270,1325,13.4,42.0,22.2,341.8,0
Wed,361,85,12.9,29.9,12.4,400.9,0
Thu,441,15,6.1,13.9,39.3,492.6,1
Thu,570,148,6.2,31.7,46.8,655.8,1
Thu,570,147,0.0,16.4,43.0,626.8,1
Thu,279,1243,1.6,31.8,52.0,361.5,0
Tue,394,1341,9.0,27.2,14.1,439.8,0
Mon,495,96,8.2,25.2,2.3,533.5,1
Wed,270,1283,14.9,44.5,2.5,327.1,0
Fri,517,154,5.7,20.1,9.1,556.1,1
Thu,531,1416,10.4,7.8,40.4,590.3,1
Tue,270,1226,9.3,38.9,20.0,317.6,0
Fri,270,1193,34.0,37.7,2.9,336.0,0
Mon,362,136,8.2,11.4,23.0,412.6,0
Mon,270,1197,4.0,52.4,33.4,352.8,0
Fri,270,18,3.2,40.9,2.4,322.2,0
Thu,397,31,43.1,15.6,50.1,507.7,1
Tue,530,48,1.4,10.1,10.8,550.7,1
Thu,413,126,12.4,33.1,46.3,499.1,0
Thu,561,93,3.4,26.7,69.0,652.0,1
Wed,497,36,3.2,22.4,45.7,576.4,1
Thu,500,113,6.9,13.1,23.3,531.3,1
Fri,270,1406,0.0,37.3,9.3,344.2,0
Tue,359,117,0.0,32.7,34.8,410.1,0
Mon,378,98,8.9,29.6,8.8,412.7,0
Fri,409,27,9.2,31.4,4.0,445.5,0
Tue,357,112,35.9,21.2,37.8,429.1,0
Mon,535,29,2.2,15.3,39.2,603.2,1
Wed,570,114,12.0,21.7,10.3,603.5,1
Wed,270,34,5.7,44.2,15.4,341.8,0
Fri,505,134,10.8,12.0,18.5,533.6,1
Thu,570,139,0.0,6.0,18.4,601.8,1
Tue,270,1220,3.7,32.4,51.5,363.0,0
Thu,457,142,7.2,22.6,5.7,492.5,0
Tue,270,1429,3.0,40.9,12.3,318.8,0
Fri,535,81,0.0,30.5,43.0,598.0,1
Fri,335,1339,1.9,37.6,10.9,396.0,0
Thu,533,144,0.0,15.1,7.2,556.5,1
Wed,501,93,4.1,20.8,7.5,537.0,1
Thu,312,16,40.8,21.2,4.8,363.3,0
Wed,276,1260,2.8,23.8,10.5,312.9,0
Mon,419,1234,1.9,6.0,13.2,438.5,0
Fri,311,1316,26.6,28.4,13.3,372.7,0
Fri,270,1222,3.7,42.9,18.6,334.8,0
Tue,570,106,0.0,6.0,19.1,599.1,1
Tue,424,1408,37.0,26.5,51.8,533.7,1
Tue,323,108,3.6,16.6,43.0,395.6,0
Mon,352,12,0.3,13.7,22.0,384.7,0
Tue,270,1333,31.9,27.7,0.0,312.0,0
Fri,270,1402,3.0,31.1,17.3,329.9,0
Fri,334,1421,45.6,34.6,30.0,431.4,0
Wed,547,1378,4.8,11.3,40.2,599.4,1
Wed,270,1238,8.7,33.1,0.0,300.3,0
Thu,326,1282,5.7,45.7,2.9,368.4,0
Tue,270,1209,10.5,39.4,38.3,351.2,0
Tue,374,40,3.4,21.0,74.1,481.6,0
Fri,570,121,8.2,25.5,3.3,617.6,1
Mon,466,131,8.2,42.9,6.7,516.1,1
Tue,525,106,2.7,22.1,60.6,619.2,1
Thu,405,16,8.7,35.9,39.0,472.1,0
Mon,270,1246,40.9,33.8,12.2,357.3,0
Wed,298,1283,33.4,23.1,61.8,394.1,0
Wed,568,169,0.0,15.2,11.9,595.1,1
Thu,274,1305,43.1,34.9,33.7,353.3,0
Thu,551,137,4.8,19.3,47.4,630.8,1
Fri,270,1198,25.5,39.6,13.1,339.1,0
Fri,472,55,2.3,18.4,51.2,528.2,1
Thu,270,1271,0.0,25.3,27.5,324.9,0
Thu,561,126,0.0,9.1,40.9,617.0,1
Thu,417,1373,67.1,36.7,75.6,564.3,1
Thu,270,1273,29.2,26.5,73.9,403.2,0
Fri,405,55,5.5,17.6,11.9,436.2,0
Mon,569,112,7.8,11.4,5.4,578.2,1
Thu,570,124,4.1,6.7,79.6,660.0,1
Mon,270,1206,1.7,36.0,0.0,320.7,0
Tue,476,128,0.0,23.8,21.8,525.5,1
Tue,270,1326,14.8,40.2,30.8,362.5,0
Tue,554,114,6.7,22.9,20.7,592.4,1
Mon,375,1430,23.6,22.9,12.2,413.8,0
Wed,270,1383,3.0,36.8,14.9,333.8,0
Tue,374,114,9.9,33.7,53.6,457.0,0
Tue,317,1259,7.8,43.4,38.0,397.3,0
Wed,391,1313,26.2,20.8,31.0,454.2,0
Thu,525,74,6.9,6.4,17.2,534.1,1
Tue,415,180,1.0,39.5,19.6,480.4,1
Mon,294,1378,24.1,25.6,13.9,332.4,0
Thu,570,81,2.1,23.4,5.4,596.8,1
Mon,504,123,4.8,13.8,56.5,583.3,1
Thu,362,1408,30.5,21.7,13.7,392.1,0
Tue,270,1371,5.2,34.7,26.6,338.0,0
Wed,481,65,0.0,25.0,57.4,551.5,1
Mon,416,24,3.2,29.3,17.9,466.4,1
Thu,528,1374,2.0,20.4,19.0,575.0,1
Wed,475,104,1.9,27.9,36.1,546.2,1
Tue,565,35,0.0,24.6,10.8,597.2,1
Thu,426,61,1.2,25.3,40.1,493.8,1
Thu,364,42,39.4,18.3,37.0,447.3,0
Tue,270,1288,2.2,37.1,7.9,314.3,0
Fri,486,67,6.1,28.6,0.0,514.9,1
Thu,487,8,0.0,27.4,3.7,512.6,1
Thu,270,1218,3.0,35.3,16.8,326.0,0
Mon,413,82,2.3,30.6,17.8,470.9,1
Fri,349,1329,3.2,34.9,15.8,408.1,0
Fri,533,125,5.5,12.3,14.6,564.4,1
Tue,335,59,13.7,27.2,6.1,389.0,0
Mon,270,1341,22.4,35.7,18.2,346.1,0
Tue,318,33,37.8,23.6,0.0,366.6,0
Mon,570,40,0.8,17.2,21.5,621.7,1
Fri,412,147,0.0,23.4,9.0,447.7,0
Tue,350,152,61.9,25.4,8.7,413.1,0
Thu,270,118,24.6,37.4,44.8,360.4,0
Fri,270,1264,0.7,24.2,15.1,310.4,0
Tue,377,1285,18.3,27.6,8.9,429.1,0
Wed,563,140,0.0,11.5,29.8,599.6,1
Fri,570,190,8.0,6.0,8.3,603.0,1
Mon,270,1361,5.1,34.3,13.4,323.3,0
Thu,416,62,32.1,31.7,24.8,490.1,1
Tue,488,21,6.8,38.7,15.8,558.9,1
Thu,525,166,3.8,14.5,3.9,558.3,1
Wed,270,1189,0.0,31.4,0.0,296.7,0
Thu,486,24,4.8,23.2,6.4,512.3,1
Mon,518,147,4.2,12.4,14.3,545.5,1
Fri,522,39,9.2,28.7,18.4,575.7,1
Tue,350,130,0.0,37.9,14.6,400.5,0
Thu,367,124,4.0,30.1,75.5,475.5,1
Mon,319,1230,113.2,21.6,45.5,440.0,0
Tue,470,117,4.6,6.0,4.1,481.3,1
Wed,399,1344,35.1,22.4,12.4,446.6,0
Thu,455,104,0.0,32.0,19.3,506.1,1
Tue,292,1192,37.0,17.1,16.5,344.1,0
Tue,274,1392,34.5,46.1,43.8,381.6,0
Wed,405,36,0.0,29.7,18.5,457.4,1
Thu,320,1404,6.0,35.0,29.8,381.4,0
Wed,270,1317,32.1,25.1,26.7,335.2,0
Thu,313,1338,8.2,14.1,25.0,362.4,0
Mon,429,39,11.1,8.9,10.4,453.2,1
Tue,400,110,111.1,19.0,30.9,517.2,1
Fri,365,1337,11.5,25.8,29.1,418.0,0
Mon,352,1398,11.5,28.8,26.0,412.2,0
Mon,511,79,3.0,20.5,12.6,550.7,1
Tue,481,1348,0.0,21.2,11.1,515.8,1
Fri,270,1201,70.8,22.2,18.6,355.2,0
Wed,527,125,4.1,21.8,3.0,563.6,1
Fri,511,1435,2.2,22.2,14.5,571.9,1
Tue,375,181,21.3,37.9,20.3,446.3,0
Fri,343,48,36.8,45.9,1.3,412.5,0
Wed,270,32,12.8,32.1,46.9,373.0,0
Wed,360,1242,39.3,26.5,46.9,447.8,0
Fri,528,127,3.8,14.3,15.0,567.4,1
Thu,270,10,41.7,34.5,8.2,342.5,0
Wed,270,1292,15.4,22.2,43.2,348.6,0
Wed,570,183,0.0,17.3,0.3,592.0,1
Fri,332,52,1.7,24.2,8.3,372.3,0
Wed,570,87,2.6,12.0,12.8,594.1,1
Thu,301,37,31.4,37.2,42.4,388.2,0
Fri,337,1341,0.2,23.6,7.8,360.4,0
Thu,270,1289,20.9,25.6,64.4,365.5,0
Tue,541,83,7.4,29.8,3.1,574.8,1
Thu,402,65,0.0,27.5,18.5,452.6,0
Tue,469,6,0.8,26.5,9.3,506.7,0
Wed,270,1262,5.0,40.3,26.6,346.2,0
Mon,270,1341,13.3,20.8,19.6,313.9,0
Thu,270,1240,41.1,37.2,18.2,341.8,0
Thu,559,122,0.0,13.2,8.9,590.1,1
Tue,546,135,0.0,6.0,4.2,552.6,1
Mon,270,1,10.6,27.0,36.0,344.1,0
Wed,370,1329,3.3,15.7,31.8,438.0,0
Mon,361,30,3.0,12.1,4.8,374.6,0
Thu,570,13,3.3,34.1,12.3,625.8,1
Mon,270,1383,49.8,29.9,4.3,335.5,0
Wed,364,128,4.2,37.9,47.3,443.1,0
Thu,277,1333,6.4,8.2,50.4,347.3,0
Mon,270,1264,7.4,43.1,13.3,336.3,0
Fri,472,18,2.9,14.7,10.8,509.3,1
Mon,380,105,11.6,30.3,52.1,471.2,0
Mon,551,1415,4.5,15.8,8.1,574.1,1
Mon,436,134,12.7,32.9,24.4,492.9,1
Fri,324,1435,2.4,35.3,7.9,366.1,0
Thu,447,34,16.3,44.1,17.5,540.3,1
Tue,450,72,2.4,38.1,11.3,501.5,0
Tue,414,79,38.6,17.9,16.6,481.6,0
Wed,508,15,5.3,22.4,17.4,542.2,1
Wed,270,8,5.4,23.3,11.4,318.2,0
Mon,523,138,0.0,16.4,16.8,577.3,1
Fri,270,1210,13.9,26.1,24.3,333.3,0
Tue,270,1309,2.0,33.3,4.7,291.1,0
Tue,270,1282,0.0,25.5,35.4,341.2,0
Mon,385,1439,27.3,27.8,10.4,435.3,0
Mon,570,122,1.2,21.4,26.5,619.2,1
Tue,447,38,8.0,6.0,19.9,484.4,0
Fri,411,73,11.5,26.5,46.1,492.1,1
Mon,270,1439,0.0,45.8,21.1,332.8,0
Tue,492,31,2.8,29.3,21.5,539.1,1
Tue,515,1385,2.7,24.6,9.0,540.9,1
Mon,270,1221,44.9,42.0,56.6,403.6,0
Mon,568,1433,8.4,10.9,89.1,656.9,1
Mon,425,1300,6.3,16.6,10.0,463.9,0
Wed,402,96,11.0,26.3,10.6,440.0,0
Mon,302,35,19.1,31.6,3.0,343.5,0
Tue,273,16,16.7,25.4,6.5,304.5,0
Fri,485,29,2.2,23.3,62.5,570.7,1
Fri,326,1437,0.3,21.5,13.4,369.5,0
Fri,270,1317,1.5,31.5,53.4,369.3,0
Mon,443,1375,38.2,42.9,42.3,550.9,1
Thu,570,137,1.3,6.0,45.7,620.4,1
Fri,570,62,3.9,14.3,32.8,625.0,1
Tue,570,107,5.0,12.4,10.3,592.5,1
Mon,336,1285,2.6,37.3,41.1,412.7,0
Wed,382,1363,3.7,27.0,51.6,458.8,0
Fri,531,151,1.1,23.2,22.8,584.1,1
Mon,342,96,2.9,41.5,0.0,389.4,0
Fri,366,3,14.1,37.7,0.1,425.1,0
Thu,495,28,0.0,30.9,50.0,574.9,1
Tue,270,0,20.3,36.1,7.6,341.8,0
Wed,344,1339,10.7,19.6,4.8,382.5,0
Wed,270,1218,4.6,16.8,14.2,311.0,0
Mon,540,33,0.6,22.6,29.5,594.0,1
Wed,307,1310,2.7,26.0,1.1,335.2,0
Tue,345,1216,115.6,31.2,27.7,459.8,0
Mon,433,72,32.8,26.6,8.7,486.0,0
Tue,270,1233,29.2,38.2,0.0,325.8,0
Fri,492,63,2.2,30.7,9.1,537.4,1
Tue,570,161,2.9,16.5,0.0,594.3,1
Wed,458,141,0.0,19.1,18.4,507.7,1
Fri,570,61,3.8,21.3,39.9,644.0,1
Wed,570,98,2.3,18.1,12.3,603.1,1
Fri,270,1244,2.9,32.3,15.1,321.3,0
Fri,270,1391,0.0,34.5,33.9,341.2,0
Fri,270,43,3.9,49.5,12.7,317.4,0
Mon,297,1297,13.7,33.6,3.4,352.8,0
Tue,567,144,3.2,16.7,7.2,603.3,1
Mon,270,1301,1.3,23.6,35.8,329.0,0
Mon,348,1420,9.2,33.2,10.7,391.4,0
Wed,439,105,21.0,22.2,17.0,485.7,1
Tue,389,33,17.6,40.9,7.4,437.1,0
Mon,270,1292,8.4,44.3,20.7,335.9,0
Mon,444,151,39.5,19.9,15.4,522.3,1
Tue,374,40,0.4,37.0,31.5,458.2,1
Wed,294,1337,2.4,35.3,13.2,341.3,0
Fri,517,104,7.7,10.9,13.6,545.8,1
Wed,570,5,6.7,15.3,4.9,595.3,1
Tue,336,120,12.2,24.2,0.0,383.7,0
Wed,291,1218,43.3,37.6,26.5,373.6,0
Thu,546,132,6.2,18.6,6.6,571.3,1
Thu,462,34,0.0,14.0,9.7,489.5,1
Tue,501,182,5.9,17.5,79.4,595.1,1
Wed,347,1299,29.5,24.6,9.5,404.1,0
Mon,445,76,81.6,10.5,13.3,522.3,1
Fri,394,78,4.3,34.0,17.4,450.4,0
Tue,463,119,6.0,19.9,9.0,493.0,1
Tue,270,1235,2.5,28.7,12.0,303.8,0
Fri,431,1439,0.0,37.4,14.0,484.3,1
Fri,306,1386,76.6,44.8,21.7,405.4,0
Tue,270,1250,1.8,31.6,35.0,334.3,0
Tue,378,1252,11.4,27.9,42.1,461.5,0
Mon,395,5,11.5,32.1,5.9,424.2,0
Thu,538,116,0.0,16.6,11.5,577.1,1
Tue,407,42,32.6,6.0,43.5,467.2,0
Thu,441,34,3.4,8.1,0.3,449.4,0
Thu,271,35,39.3,44.0,66.0,404.9,0
Fri,309,1429,12.7,33.0,13.6,356.4,0
Thu,570,86,3.7,24.6,18.0,617.9,1
Tue,570,94,2.7,27.5,7.9,604.8,1
Fri,361,50,13.2,23.5,51.6,449.5,0
Mon,570,1424,4.4,24.2,80.3,675.6,1
Thu,270,1253,0.7,18.2,9.2,303.4,0
Thu,570,109,4.3,17.4,4.4,583.6,1
Thu,467,6,0.0,28.0,5.4,508.7,1
Thu,570,124,0.0,20.0,39.8,628.8,1
Fri,295,1439,12.3,26.7,11.9,344.2,0
Tue,401,50,30.4,25.9,15.1,451.4,0
Wed,303,1259,28.3,20.0,62.4,412.5,0
Wed,496,175,7.5,29.2,36.2,558.0,1
Mon,445,1416,0.0,13.6,5.2,460.9,0
Thu,270,1236,9.9,40.8,0.4,322.9,0
Wed,317,23,8.9,42.2,17.0,390.7,0
Tue,270,1361,33.9,41.8,42.3,371.8,0
Wed,567,86,0.0,7.0,12.5,600.4,1
Tue,474,36,0.0,15.3,36.2,531.5,1
Mon,270,150,25.7,39.9,7.6,333.1,0
Fri,273,1280,35.2,31.7,20.3,351.7,0
Wed,530,1435,4.9,16.6,10.1,559.8,1
Mon,277,1301,7.2,39.7,0.0,319.3,0
Wed,270,1212,15.4,33.0,8.4,315.3,0
Tue,270,1253,10.4,24.4,29.5,343.8,0
Tue,344,1292,5.6,23.2,0.5,362.6,0
Fri,491,38,1.1,22.3,49.0,558.2,1
Mon,315,1392,0.0,10.1,16.8,357.0,0
Thu,570,104,0.0,26.5,37.6,631.0,1
Thu,270,1200,13.4,34.8,20.5,349.0,0
Thu,498,42,1.7,23.0,9.7,521.6,1
Fri,315,1,30.9,33.0,0.0,365.6,0
Thu,405,108,20.9,24.6,0.5,439.5,0
Mon,345,1284,37.7,44.2,76.8,491.9,1
Wed,270,1332,92.0,29.5,11.2,360.3,0
Tue,431,1344,0.0,25.0,13.5,473.8,0
Thu,506,113,1.9,25.0,26.3,566.9,1
Thu,521,103,7.8,11.7,4.9,543.9,1
Thu,341,1391,2.7,26.4,18.6,382.0,0
Fri,270,1219,5.1,39.6,27.4,358.9,0
Mon,400,1408,11.0,27.3,7.5,425.0,0
Wed,359,61,39.8,34.5,13.3,424.2,0
Wed,320,1425,0.0,38.6,26.0,382.1,0
Tue,570,81,8.4,24.3,13.3,619.8,1
Mon,270,1260,6.1,32.8,10.3,319.3,0
Tue,570,38,4.1,6.0,34.2,619.1,1
Wed,270,1299,9.6,30.6,35.9,326.8,0
Thu,359,60,0.0,21.6,24.8,408.5,0
Thu,276,65,0.0,33.3,14.5,326.8,0
Fri,429,1424,13.9,23.1,17.8,476.7,1
Mon,270,1326,4.3,31.7,25.6,325.7,0
Wed,414,42,20.8,14.7,28.6,459.7,0
Wed,375,1350,44.9,14.6,39.4,452.0,0
Thu,320,52,4.7,35.7,48.2,410.1,0
Fri,570,133,0.9,16.4,51.3,623.9,1
Fri,433,76,38.9,25.8,21.3,514.3,1
Wed,523,115,6.8,18.5,82.2,616.8,1
Fri,446,33,0.3,27.4,65.1,543.6,1
Fri,381,86,1.5,22.6,64.6,475.9,0
Thu,570,14,1.2,9.9,37.0,625.1,1
Tue,408,1261,7.2,28.5,35.2,476.8,1
Thu,570,45,7.6,32.3,6.6,613.6,1
Thu,423,17,1.6,22.5,11.0,453.6,0
Tue,551,93,6.8,22.1,67.2,661.1,1
Fri,513,82,0.0,14.6,13.9,545.3,1
Mon,270,1427,28.8,32.0,40.4,364.3,0
Wed,417,102,18.7,17.9,40.9,483.9,1
Wed,270,1238,17.7,44.1,39.7,365.8,0
Fri,492,22,4.1,27.5,93.3,601.5,1
Mon,496,1439,6.9,23.3,11.8,538.0,1
Fri,531,75,3.8,29.6,15.8,578.1,1
Fri,334,1403,14.2,25.8,8.2,376.0,0
Mon,351,1239,3.5,36.0,15.5,420.3,0
Thu,270,27,5.5,21.1,38.0,348.3,0
Fri,407,62,0.9,23.9,17.0,464.6,0
Tue,570,91,6.8,27.3,35.2,640.5,1
Mon,420,1351,20.3,39.7,7.4,485.5,1
Thu,270,12,3.7,27.4,50.3,360.6,0
Tue,270,1338,0.0,49.4,39.1,371.2,0
Mon,445,100,5.1,30.1,48.9,526.9,1
Thu,465,150,2.6,37.8,8.2,522.7,1
Thu,294,1401,40.6,30.8,19.3,366.9,0
Thu,434,142,2.4,20.4,0.0,468.5,0
Fri,334,1353,0.1,31.8,76.0,448.8,0
Thu,499,75,0.0,20.0,10.7,539.3,1
Thu,270,1256,24.4,33.0,15.3,332.4,0
Wed,270,1188,8.0,54.6,3.0,340.0,0
Wed,349,1434,0.0,32.6,79.1,466.9,0
Mon,504,91,2.7,12.5,7.4,524.8,1
Fri,331,1369,0.9,38.1,0.0,361.8,0
Wed,270,1217,11.3,34.5,47.7,350.3,0
Thu,270,1280,6.3,38.7,57.4,357.5,0
Wed,361,1417,28.3,19.8,21.5,419.5,0
Wed,379,6,55.8,13.9,12.5,443.0,0
Fri,270,1378,32.2,37.1,20.3,357.1,0
Tue,525,54,3.5,26.4,46.1,606.0,1
Fri,570,126,4.4,9.1,18.1,611.5,1
Fri,532,148,3.2,22.8,9.7,591.9,1
Mon,316,55,97.4,26.8,32.3,421.1,0
Fri,421,73,42.1,28.8,16.7,474.4,1
Thu,395,102,9.4,37.5,32.3,471.3,1
Thu,270,1402,12.3,33.9,4.6,327.8,0
Wed,270,1289,0.3,34.9,81.8,370.2,0
Wed,331,44,23.9,30.8,48.4,431.9,0
Fri,303,1321,38.3,56.9,6.3,381.5,0
Wed,449,159,40.6,39.6,13.6,527.7,1
Wed,270,1310,0.0,29.2,11.5,320.5,0
Mon,456,14,0.0,25.5,0.0,487.4,0
Fri,466,144,11.1,24.8,39.4,546.1,1
Mon,270,1370,64.2,46.7,3.8,364.6,0
Mon,399,1279,4.5,46.5,18.9,465.5,0
Mon,481,1384,0.4,27.5,10.5,522.9,1
Wed,338,1417,28.8,29.6,2.5,387.0,0
Tue,270,1324,5.2,31.0,14.5,313.4,0
Wed,462,17,1.2,13.3,13.4,482.0,0
Thu,270,1359,37.2,24.1,31.2,347.9,0
Mon,534,1384,0.2,15.2,77.9,637.3,1
Wed,447,111,1.9,33.8,8.6,483.4,0
Tue,545,1382,0.0,22.9,14.2,584.3,1
Fri,373,42,10.1,29.4,4.0,420.0,0
Tue,416,133,16.6,19.0,46.2,495.1,1
Wed,270,1327,42.6,43.5,52.9,395.9,0
Wed,562,114,0.1,23.8,31.8,617.5,1
Thu,275,1249,13.9,38.6,22.7,353.4,0
Fri,504,131,2.1,24.6,0.0,528.1,1
Thu,270,1177,10.0,43.6,10.5,332.2,0
Fri,362,101,39.7,21.2,11.6,433.1,0
Fri,270,4,0.0,36.3,3.3,318.7,0
Fri,322,1402,59.9,40.3,52.0,463.6,0
Wed,511,133,7.4,27.2,43.3,574.0,1
Wed,379,91,0.3,16.5,19.2,425.0,0
Thu,270,1306,2.2,25.1,56.1,349.0,0
Tue,534,70,5.6,14.6,25.1,566.4,1
Fri,380,1242,7.3,38.0,3.9,436.6,0
Thu,442,49,40.5,27.5,2.6,496.5,1
Tue,570,72,5.0,8.2,3.1,578.1,1
Fri,270,1309,6.4,34.9,50.9,356.3,0
Thu,303,1409,11.9,39.7,23.0,390.2,0
Fri,270,1270,36.5,27.0,13.7,325.8,0
Fri,537,3,1.4,10.8,27.9,592.8,1
Wed,410,95,39.5,27.7,33.0,488.1,1
Mon,320,74,5.4,30.0,15.5,368.4,0
Thu,524,94,0.0,13.4,0.8,548.1,0
Tue,334,1201,29.2,28.5,21.6,409.7,0
Mon,496,89,0.6,18.9,49.4,562.2,1
Fri,270,1377,109.5,26.2,64.5,426.9,0
Wed,352,94,7.7,25.0,11.1,398.8,0
Tue,306,51,0.0,21.7,19.8,354.8,0
Tue,270,1390,1.2,27.5,0.1,306.8,0
Fri,297,1409,5.6,30.8,11.8,344.0,0
Fri,570,103,5.0,29.3,25.6,640.6,1
Mon,270,1223,7.5,30.3,57.9,367.6,0
Tue,570,147,0.0,20.5,41.8,616.6,1
Thu,270,1310,58.3,37.6,41.2,390.6,0
Mon,420,110,72.1,15.7,79.6,555.2,1
Wed,406,18,9.9,23.7,45.9,479.0,0
Fri,270,1207,1.8,40.8,6.2,313.0,0
Thu,270,1317,17.0,25.4,10.6,310.5,0
Tue,332,1270,41.1,31.0,36.2,441.9,0
Thu,290,9,0.0,27.9,48.4,368.7,0
Wed,364,1412,16.5,32.5,12.2,411.4,0
Fri,313,1357,0.1,24.5,41.5,374.0,0
Wed,270,15,0.0,29.2,9.9,293.0,0
Mon,502,1422,6.5,6.0,19.9,535.0,1
Tue,382,24,38.2,30.5,79.8,504.0,1
Tue,426,1373,35.2,23.4,15.5,493.1,1
Mon,270,1247,8.1,26.0,34.9,325.7,0
Mon,270,1299,6.3,40.6,4.2,316.2,0
Tue,313,46,1.6,20.0,14.0,354.9,0
Mon,536,150,0.7,11.4,77.6,632.5,1
Tue,270,1306,41.5,31.7,19.9,349.5,0
Thu,274,43,31.3,33.6,17.7,351.3,0
Fri,374,1378,19.5,32.8,11.2,431.6,0
Wed,270,1178,39.0,32.5,23.1,363.3,0
Mon,472,140,3.9,21.7,31.0,526.0,1
Mon,404,104,2.1,38.8,59.7,493.0,1
Tue,484,101,0.0,9.7,40.9,525.0,1
Tue,270,1245,10.3,30.6,5.9,312.4,0
Mon,435,1320,31.2,34.8,61.8,558.2,1
Fri,385,128,32.8,31.8,31.5,466.0,0
Mon,270,1254,8.3,32.0,17.1,329.8,0
Thu,533,80,3.2,19.6,7.5,558.4,1
Thu,270,1382,15.2,27.0,26.8,337.6,0
Tue,270,1249,78.2,29.9,28.8,370.7,0
Thu,486,48,2.7,18.3,0.0,508.6,1
Tue,339,1333,47.0,27.0,2.0,395.2,0
